,Headline,Date,Day,Month,Year,Category,Posted by
1014,The Most Exciting Natural Language Processing Research of 2019 So Far,2019-05-31,31,5,2019,NLP and LLMs, Luke Coughlin
1015,Ben Vigoda on the New Era of NLP,2019-05-30,30,5,2019,NLP and LLMs, Luke Coughlin
1016,The Power of Universal Latent Space In Medical Breakthroughs,2019-05-22,22,5,2019,NLP and LLMs," Elizabeth Wallace, ODSC"
1017,Watch: Project Feels – Deep Text Models for Sentiment Analysis,2019-05-17,17,5,2019,NLP and LLMs, ODSC Team
1018,Watch: A Breakthrough for Natural Language,2019-05-16,16,5,2019,NLP and LLMs, ODSC Team
1019,The State of Automatic Text Summarization with NLP,2019-05-09,9,5,2019,NLP and LLMs, Luke Coughlin
1020,Intro to Language Processing with the NLTK,2019-05-08,8,5,2019,NLP and LLMs, Kailen Santos
1021,Getting to Know Natural Language Understanding,2019-05-07,7,5,2019,NLP and LLMs," Elizabeth Wallace, ODSC"
1022,Deep-Text Analysis for Journalism,2019-04-22,22,4,2019,NLP and LLMs, Luke Coughlin
1023,Using NLP and ML to Analyze Legislative Burdens Upon Businesses,2019-04-11,11,4,2019,NLP and LLMs, Serena Peruzzo
1024,Crisis Intervention and Saving Lives with NLP & Predictive Analytics,2019-03-28,28,3,2019,NLP and LLMs, Tom O'Neill
1025,The Promise of Retrofitting: Building Better Models for Natural Language Processing,2019-03-15,15,3,2019,NLP and LLMs, Catherine Havasi
1026,Effective Transfer Learning For NLP,2019-03-11,11,3,2019,NLP and LLMs," Elizabeth Wallace, ODSC"
1027,Linguistics In NLP: Why So Complex?,2019-03-01,1,3,2019,NLP and LLMs," Elizabeth Wallace, ODSC"
1028,Combining Millions of Products Into One Marketplace Using Computer Vision and NLP,2019-02-27,27,2,2019,NLP and LLMs, Ali Vanderveld
1029,Word Embedding and Natural Language Processing,2019-02-26,26,2,2019,NLP and LLMs, Mayank Kejriwal
1030,Introduction to Clinical Natural Language Processing,2019-02-25,25,2,2019,NLP and LLMs, Andrew Long
1031,"Essential NLP Tools, Code, and Tips",2019-02-01,1,2,2019,NLP and LLMs, Diego Lopez Yse
1032,An Introduction to Natural Language Processing (NLP),2019-01-30,30,1,2019,NLP and LLMs, Diego Lopez Yse
1033,"NLP is Changing More Than Just Business: Applications of NLP in History, Art, and Higher Ed",2019-01-28,28,1,2019,NLP and LLMs," Elizabeth Wallace, ODSC"
1034,Why Word Vectors Make Sense in Natural Language Processing,2018-11-16,16,11,2018,NLP and LLMs," Spencer Norris, ODSC"
1035,An Idiot’s Guide to Word2vec Natural Language Processing,2018-11-15,15,11,2018,NLP and LLMs," Spencer Norris, ODSC"
1036,Tracking the Progress in Natural Language Processing,2018-11-09,9,11,2018,NLP and LLMs, Sebastian Ruder
1037,Sentiment Analysis in R Made Simple,2018-10-24,24,10,2018,NLP and LLMs," Daniel Gutierrez, ODSC"
1038,The Art of Building a Chatbot,2018-09-17,17,9,2018,NLP and LLMs,
1039,NLP: Extracting the Main Topics from your Dataset Using LDA in Minutes,2018-09-05,5,9,2018,NLP and LLMs, Priya Dwivedi
1040,NLP — Building a Question Answering model,2018-09-03,3,9,2018,NLP and LLMs, Priya Dwivedi
1041,Using Object Detection for a Smarter Retail Checkout Experience,2018-08-27,27,8,2018,NLP and LLMs, Priya Dwivedi
1042,A Research-Oriented Look at the Evolution of Word Embedding: Part II,2018-08-17,17,8,2018,NLP and LLMs," Kaylen Sanders, ODSC"
1043,A Research-Oriented Look at the Evolution of Word Embedding : Part I,2018-08-06,6,8,2018,NLP and LLMs," Kaylen Sanders, ODSC"
1044,NLP’s ImageNet Moment Has Arrived,2018-07-24,24,7,2018,NLP and LLMs, Sebastian Ruder
1045,An Attempt to Chart the History of NLP in 5 Papers: Part II,2018-07-11,11,7,2018,NLP and LLMs," Kaylen Sanders, ODSC"
1046,Using Machine Learning to Read Sherlock Holmes,2018-07-09,9,7,2018,NLP and LLMs, Marcelo Rinesi
1047,3 NLP Trends on the Rise in 2018,2018-07-05,5,7,2018,NLP and LLMs," Kaylen Sanders, ODSC"
1048,An Attempt to Chart the History of NLP in 5 Papers: Part I,2018-06-27,27,6,2018,NLP and LLMs," Kaylen Sanders, ODSC"
1049,How to Develop Conversational AI for Your Business,2018-06-26,26,6,2018,NLP and LLMs, Mark van Rijmenam
1050,Why NLP is a Great First AI Solution for Businesses,2018-06-19,19,6,2018,NLP and LLMs, Alex Amari
1051,The Mystical Underpinnings of Facebook’s Anti-Fake News Algorithms,2018-05-16,16,5,2018,NLP and LLMs, Marcelo Rinesi
1052,Text Classification with TensorFlow Estimators,2018-05-04,4,5,2018,NLP and LLMs, Sebastian Ruder
1053,Machine Learning Helps Humans Perform Text Analysis,2018-05-03,3,5,2018,NLP and LLMs, Exaptive Team
1054,What lies beyond Big Data Analysis?,2018-04-30,30,4,2018,NLP and LLMs, Naveen Joshi
1055,Text Analysis in Excel: Real world use-cases,2018-01-08,8,1,2018,NLP and LLMs, Shashank Gupta
1056,Beyond Word2Vec Usage For Only Words,2018-01-03,3,1,2018,NLP and LLMs, Stanko Kuveljic
1057,Deep Learning Research Review Week 3: Natural Language Processing,2017-12-18,18,12,2017,NLP and LLMs, Adit Deshpande
1058,"You weren’t supposed to actually implement it, Google",2017-11-28,28,11,2017,NLP and LLMs, Rob Speer
1059,A decade of using text-mining for citation function classification,2017-11-28,28,11,2017,NLP and LLMs, Daniel Lemire
1060,Linked Data and Data Science,2017-11-25,25,11,2017,NLP and LLMs," Diego Arenas, ODSC"
1061,Understanding Gender Roles in Movies with Text Mining,2017-11-24,24,11,2017,NLP and LLMs, Julia Silge
1062,Natural Language Processing in a Kaggle Competition for Movie Reviews,2017-11-22,22,11,2017,NLP and LLMs, Jesse Steinweg-Woods
1063,Word2Vec – the world of word vectors,2017-11-19,19,11,2017,NLP and LLMs, Stefan Nikolić
1064,Word embeddings in 2017: Trends and future directions,2017-11-10,10,11,2017,NLP and LLMs, Sebastian Ruder
1065,Enhancing Customer Experience with NLP — Part 2,2017-11-08,8,11,2017,NLP and LLMs, Andrew Prokop
1066,Using The Newspaper Library to Scrape News Articles,2017-10-12,12,10,2017,NLP and LLMs," George McIntire, ODSC"
1067,Multi-Task Learning Objectives for Natural Language Processing,2017-10-03,3,10,2017,NLP and LLMs, Sebastian Ruder
1068,Enhancing Customer Experience with Natural Language Processing,2017-09-18,18,9,2017,NLP and LLMs, Andrew Prokop
1069,Word Vectors and SAT Analogies,2017-07-23,23,7,2017,NLP and LLMs, Aaron Schumacher
1070,Practical Naive Bayes — Classification of Amazon Reviews,2017-07-17,17,7,2017,NLP and LLMs, Jack Schultz
1071,"If I loved Natural Language Processing less, I might be able to talk about it more",2017-07-16,16,7,2017,NLP and LLMs, Julia Silge
1072,Seven Python Kernels from Kaggle You Need to See Right Now,2017-07-10,10,7,2017,NLP and LLMs," George McIntire, ODSC"
1073,Stupid word games,2017-07-08,8,7,2017,NLP and LLMs,
1074,"Machine Learning: An In-Depth Guide – Overview, Goals, Learning Types, and Algorithms",2017-07-06,6,7,2017,NLP and LLMs, Alex Castrounis
1075,Sentiment Analysis on Lyrics,2017-06-22,22,6,2017,NLP and LLMs," Diego Arenas, ODSC"
1076,What Happened on Twitter During the Champions League Final,2017-06-08,8,6,2017,NLP and LLMs," George McIntire, ODSC"
1077,Topic Modeling with LDA Introduction,2017-06-07,7,6,2017,NLP and LLMs, Algobeans.com
1078,Deciphering the Neural Language Model,2017-05-31,31,5,2017,NLP and LLMs, Burak Himmetoglu
1079,Why the most influential business AIs will look like spellcheckers (and a toy example of how to build one),2017-05-30,30,5,2017,NLP and LLMs, Marcelo Rinesi
1080,A survey of cross-lingual embedding models,2017-05-24,24,5,2017,NLP and LLMs, Sebastian Ruder
1081,You Must Allow Me To Tell You How Ardently I Admire and Love Natural Language Processing,2017-05-10,10,5,2017,NLP and LLMs, Julia Silge
1082,Introduction to Natural Language Processing with NLTK,2017-05-07,7,5,2017,NLP and LLMs, Sukanya Mandal
1083,On word embeddings – Part 2: Approximating the Softmax,2017-04-17,17,4,2017,NLP and LLMs, Sebastian Ruder
1084,ftfy (fixes text for you) 4.4 and 5.0,2017-04-06,6,4,2017,NLP and LLMs, Rob Speer
1085,On word embeddings – Part 1,2017-04-02,2,4,2017,NLP and LLMs, Sebastian Ruder
1086,Implementing a CNN for Text Classification in Tensorflow,2017-01-07,7,1,2017,NLP and LLMs, megan@odsc.com
1087,Attention and Memory in Deep Learning and NLP,2016-12-27,27,12,2016,NLP and LLMs, Denny Britz
1088,Deutsch Credit Future Telling: part 2,2016-08-22,22,8,2016,NLP and LLMs, Gordon Fleetwood
1089,Deutsch Credit Future Telling: part 1,2016-08-17,17,8,2016,NLP and LLMs, Gordon Fleetwood
1090,The Sentiment Behind The Declaration of Independence,2016-08-05,5,8,2016,NLP and LLMs, Gordon Fleetwood
1091,Google SyntaxNet,2016-06-21,21,6,2016,NLP and LLMs, Gordon Fleetwood
1092,Identifying Hate Speech,2016-05-25,25,5,2016,NLP and LLMs, Gordon Fleetwood
1093,Picking the Perfect Hashtag w/Python,2016-05-12,12,5,2016,NLP and LLMs," Jason O'Rawe, ODSC Data Science Team"
1094,The Coolest Natural Language Processing Applications,2016-05-06,6,5,2016,NLP and LLMs, Gordon Fleetwood
1095,Intro to Text mining using R,2015-11-30,30,11,2015,NLP and LLMs, Edward Kwartler
1096,Dissecting the Presidential Debates with an NLP Scalpel,2015-11-12,12,11,2015,NLP and LLMs, Alex Perrier
1097,Top 10 Signs of the Textpocalypse – Steve Cohen ODSC Boston 2015,2015-08-24,24,8,2015,NLP and LLMs, Open Data Science
1098,Machine-in-the-loop for Knowledge Discovery – Max Kleiman-Weiner ODSC Boston 2015,2015-06-19,19,6,2015,NLP and LLMs, Open Data Science
1099,Beyond Names – Gregor Stewart ODSC Boston 2015,2015-06-09,9,6,2015,NLP and LLMs, Open Data Science
1100,Introduction to Asynchronous Programming in Python,2023-06-16,16,6,2023,Python, ODSC Community
1101,Python Structural Pattern Matching — Top 3 Use Cases To Get You Started,2023-06-15,15,6,2023,Python, ODSC Community
1102,How Open Source Developers Can Push the Universe’s Frontier,2023-05-30,30,5,2023,Python, ODSC Community
1103,Why the Best Time to Learn Python is Right Now,2023-03-16,16,3,2023,Python, ODSC Team
1104,Python Constants – Everything You Need to Know,2023-01-02,2,1,2023,Python, ODSC Community
1105,5 Easy SQL Tricks to Clean Dirty Data,2022-11-10,10,11,2022,Python, ODSC Community
1106,From Pandas to Features to Models to Predictions – A Deep Dive Into the Hopsworks APIs,2022-08-25,25,8,2022,Python, ODSC Community
1107,Hopsworks 3.0: The Python-Centric Feature Store,2022-07-28,28,7,2022,Python, ODSC Community
1108,Embedding Interactive Python Plots on the Web,2022-06-28,28,6,2022,Python, ODSC Community
1109,Top 9 Most Essential Python Libraries For Beginners,2022-06-27,27,6,2022,Python, April Miller
1110,Why Is Python the Language of Choice for Data Scientists?,2022-03-07,7,3,2022,Python, April Miller
1111,PyCharm vs. VSCode: Which Is the Better Python IDE?,2022-03-03,3,3,2022,Python, April Miller
1112,Supercharge Your Pandas Code with Apache Spark,2022-02-28,28,2,2022,Python, ODSC Community
1113,3 Easy Tricks to Create New Columns in Python Pandas,2022-02-09,9,2,2022,Python, ODSC Community
1114,SAS Opens its Code Editor Interface to Python Users,2021-11-09,9,11,2021,Python, ODSC Community
1115,6 Trending Python Machine Learning Packages on PyPI,2021-09-28,28,9,2021,Python, ODSC Team
1116,Handling Exceptions in Python Object-Oriented Programming,2021-09-15,15,9,2021,Python, ODSC Community
1117,5 Reasons to Learn Python in 2021,2021-09-14,14,9,2021,Python," Alex Landa, ODSC"
1118,Develop and Deploy a Machine Learning Pipeline in 45 Minutes with Ploomber,2021-08-10,10,8,2021,Python, ODSC Community
1119,Decoupling Complex Systems with Event Driven Python Programming,2021-07-02,2,7,2021,Python, ODSC Community
1120,Correlation Analysis 101 in Python,2021-06-19,19,6,2021,Python, ODSC Community
1121,Why Learn Python for Data Processing,2021-05-31,31,5,2021,Python, ODSC Community
1122,How to Pivot and Plot Data With Pandas,2021-05-27,27,5,2021,Python, ODSC Community
1123,An Introduction to Social Network Analysis with NetworkX: Two Factions of a Karate Club,2021-04-09,9,4,2021,Python, ODSC Community
1124,Ditching Excel for Python – Lessons Learned from a Legacy Industry,2021-04-06,6,4,2021,Python, ODSC Community
1125,How to Load Big Data from Snowflake Into Python,2021-02-04,4,2,2021,Python, ODSC Community
1126,Getting Started with Pandas,2020-09-16,16,9,2020,Python, ODSC Community
1127,"Removing Items From a Set – remove(), pop(), and difference",2020-09-10,10,9,2020,Python, ODSC Community
1128,An Introduction to AWS Networking – Virtual Private Cloud,2020-06-22,22,6,2020,Python, ODSC Community
1129,Creating if/elseif/else Variables in Python/Pandas,2020-03-27,27,3,2020,Python, Steve Miller
1130,Frequencies and Chaining in Python-Pandas,2020-03-24,24,3,2020,Python, Steve Miller
1131,Creating a Data Analysis Pipeline in Python,2020-03-13,13,3,2020,Python, ODSC Community
1132,Guide to R and Python in a Single Jupyter Notebook,2020-03-06,6,3,2020,Python, Matthew Stewart
1133,15+ Free and Paid Resources to Learn Python-Great for Beginners!,2020-01-24,24,1,2020,Python," Elizabeth Wallace, ODSC"
1134,Scikit Optimize: Bayesian Hyperparameter Optimization in Python,2020-01-23,23,1,2020,Python, Jakub Czakon
1135,Implementing a Kernel Principal Component Analysis in Python,2019-11-26,26,11,2019,Python, ODSC Community
1136,Web Scraping News Articles in Python,2019-11-20,20,11,2019,Python, Miguel Fernández Zafra
1137,Local Regression in Python,2019-11-15,15,11,2019,Python, Allen Downey
1138,Text Classification in Python,2019-11-12,12,11,2019,Python, Miguel Fernández Zafra
1139,"135 Nights of Sleep with Data, Anomaly Detection, and Time Series",2019-11-04,4,11,2019,Python, Juan De Dios Santos
1140,"Swift Versus Python: Common Features, Strengths, and Weaknesses",2019-10-18,18,10,2019,Python, ODSC Community
1141,"Timing the Same Algorithm in R, Python, and C++",2019-09-23,23,9,2019,Python, John Mount
1142,How Do You Do an Arithmetic Expression Using Python?,2019-09-17,17,9,2019,Python, Divyesh Dharaiya
1143,ODSC West 2019 Preview: Python for Data Acquisition,2019-09-06,6,9,2019,Python, Phil Tracton
1144,Building a Data Pipeline in Python – Part 2 of N – Data Exploration,2019-09-06,6,9,2019,Python, Scott Stoltzman
1145,Introduction to IBM Assistant,2019-07-16,16,7,2019,Python, Divyesh Dharaiya
1146,"Watch: Kubeflow and Beyond: Automation of Model Training, Deployment and Testing",2019-07-12,12,7,2019,Python, ODSC Team
1147,"GPU Dask Arrays, First Steps Throwing Dask and CuPy Together",2019-07-04,4,7,2019,Python, RAPIDS
1148,How to Leverage Pre-Trained Layers in Image Classification,2019-06-28,28,6,2019,Python, Nathaniel Jermain
1149,Image Augmentation for Convolutional Neural Networks,2019-06-26,26,6,2019,Python, Nathaniel Jermain
1150,Jupyter Notebook: Python or R—Or Both?,2019-06-13,13,6,2019,Python, Steve Miller
1151,Strategies for Addressing Class Imbalance,2019-06-06,6,6,2019,Python, Nathaniel Jermain
1152,Logistic Regression with Python,2019-04-11,11,4,2019,Python, Ralabs
1153,Creating Multiple Visualizations in a Single Python Notebook,2019-04-10,10,4,2019,Python, Kailen Santos
1154,The Anatomy of K-Means Clustering,2019-02-22,22,2,2019,Python, Diego Lopez Yse
1155,The Beginners Guide for Video Processing with OpenCV,2019-01-23,23,1,2019,Python, Ralabs
1156,"Which Conference is Best? — College Hoops, Net Rankings and Python",2019-01-18,18,1,2019,Python, Steve Miller
1157,Handling Missing Data in Python/Pandas,2018-11-21,21,11,2018,Python," Daniel Gutierrez, ODSC"
1158,Exploring Scikit-Learn Further: The Bells and Whistles of Preprocessing,2018-10-25,25,10,2018,Python," Spencer Norris, ODSC"
1159,The Beginner’s Guide to Scikit-Learn,2018-10-24,24,10,2018,Python," Spencer Norris, ODSC"
1160,All the Best Parts of Pandas for Data Science,2018-10-15,15,10,2018,Python," Spencer Norris, ODSC"
1161,TensorLayer for Developing Complex Deep Learning Systems,2018-10-04,4,10,2018,Python," Daniel Gutierrez, ODSC"
1162,Snakes in a Package: Combining Python and R with Reticulate,2018-09-18,18,9,2018,Python,
1163,Machine Learning with H2O,2018-09-13,13,9,2018,Python, Shivayogi Biradar
1164,Building SAGA optimization for Dask Arrays,2018-08-20,20,8,2018,Python, Matthew Rocklin
1165,pyjanitor 0.3 Released!,2018-08-08,8,8,2018,Python, Eric Ma
1166,Detecting Outliers,2018-08-02,2,8,2018,Python, Damian Mingle
1167,"Pickle Isn’t Slow, It’s a Protocol",2018-07-30,30,7,2018,Python, Matthew Rocklin
1168,Dask Release 0.18.0,2018-06-21,21,6,2018,Python, Matthew Rocklin
1169,Category Encoders V1.2.8 Release,2018-06-18,18,6,2018,Python, Will McGinnis
1170,"Beyond Numpy Arrays in Python: Preparing the ecosystem for GPU, distributed, and sparse arrays",2018-06-12,12,6,2018,Python, Matthew Rocklin
1171,Intelligently Assisted Form Fields with Henosis,2018-06-11,11,6,2018,Python, Valentino Constantinou
1172,Predicting code bug risk with git metadata,2018-05-02,2,5,2018,Python, Civis Analytics Team
1173,Dask Release 0.17.2,2018-04-10,10,4,2018,Python, Matthew Rocklin
1174,"EXPLORATORY ANALYSIS – WHEN TO CHOOSE R, PYTHON, TABLEAU OR A COMBINATION",2018-03-14,14,3,2018,Python, Scott Stoltzman
1175,Craft Minimal Bug Reports,2018-03-07,7,3,2018,Python, Matthew Rocklin
1176,Streaming in Python Prototype,2018-02-25,25,2,2018,Python, Matthew Rocklin
1177,WHAT PROGRAMMING LANGUAGES ARE USED MOST ON WEEKENDS?,2018-02-22,22,2,2018,Python, Julia Silge
1178,"2017 Data Science in Review, Topic Modeling",2018-02-01,1,2,2018,Python," Diego Arenas, ODSC"
1179,On Taking Things Too Seriously: Holiday Edition,2018-01-07,7,1,2018,Python, Will McGinnis
1180,On Machine Learning and Programming Languages,2017-12-13,13,12,2017,Python, Mike Innes
1181,Ripyr: Sampled Metrics on Datasets Using Python’s Asuncio,2017-12-13,13,12,2017,Python, Will McGinnis
1182,"Web Scraping with Python — Part Two — Library overview of requests, urllib2, BeautifulSoup, lxml, Scrapy, and more!",2017-12-07,7,12,2017,Python, Jack Schultz
1183,General Tips for Web Scraping with Python,2017-12-06,6,12,2017,Python, Jack Schultz
1184,2017 ODSC West Data Science Award: pandas,2017-11-15,15,11,2017,Python, ODSC Team
1185,The Incredible Growth of Python,2017-09-12,12,9,2017,Python, Dave Robinson
1186,What’s new in PyMC3 3.1,2017-07-17,17,7,2017,Python," Thomas Wiecki, PhD"
1187,2 Ways to Implement Multinomial Logistic Regression in Python,2017-07-02,2,7,2017,Python, Saimadhu Polamuri
1188,What is knyfe?,2017-06-17,17,6,2017,Python, Manuel Ebert
1189,Another batch of Think Stats notebooks,2017-06-15,15,6,2017,Python, Allen Downey
1190,General Tips for Web Scraping with Python,2017-06-07,7,6,2017,Python, Jack Schultz
1191,Regular Expression & Treemaps to Visualize Emergency Department Visits,2017-06-06,6,6,2017,Python, Eugene Joh
1192,Python as a way of thinking,2017-05-21,21,5,2017,Python, Allen Downey
1193,More notebooks for Think Stats,2017-05-15,15,5,2017,Python, Allen Downey
1194,Handwritten digits recognition using Tensorflow with Python,2017-05-11,11,5,2017,Python, Saimadhu Polamuri
1195,RIDE – A New Data Science IDE for Python and R,2017-05-09,9,5,2017,Python,
1196,Introduction to Natural Language Processing with NLTK,2017-05-07,7,5,2017,Python, Sukanya Mandal
1197,Dealing with arrays which are bigger than memory – an introduction to biggus,2017-04-25,25,4,2017,Python, Philip Elson
1198,New notebooks for Think Stats,2017-04-22,22,4,2017,Python, Allen Downey
1199,Streaming Video Analysis in Python,2017-04-12,12,4,2017,Python,
1200,Dropout with Theano,2017-04-02,2,4,2017,Python, Rishabh Shukla
1201,How the Logistic Regression Model Works in Machine Learning,2017-03-30,30,3,2017,Python, Saimadhu Polamuri
1202,Maps and sets can have quadratic-time performance,2017-03-29,29,3,2017,Python, Daniel Lemire
1203,An Introduction to Object Oriented Data Science in Python,2016-08-31,31,8,2016,Python, megan@odsc.com
1204,Picking the Perfect Hashtag w/Python,2016-05-12,12,5,2016,Python," Jason O'Rawe, ODSC Data Science Team"
1205,Integrating Python and R,2016-04-19,19,4,2016,Python, Gordon Fleetwood
1206,Top 5 Tools and Languages for Data Science,2016-04-18,18,4,2016,Python," Jason O'Rawe, ODSC Data Science Team"
1207,Riding on Large Data with Scikit-learn,2015-10-28,28,10,2015,Python, Alex Perrier
1208,Saul Diez-Guerra at ODSC Boston 2015,2015-08-18,18,8,2015,Python, Open Data Science
1209,"Using Spark, Python, and Parquet for Loading Large Datasets – Douglas Eisenstein ODSC Boston 2015",2015-06-15,15,6,2015,Python, Open Data Science
