,Headline,Posted by,Date,Category
1063,Word2Vec – the world of word vectors,posted by Stefan Nikolić,"November 19, 2017",nlp-text-analytics
1064,Word embeddings in 2017: Trends and future directions,posted by Sebastian Ruder,"November 10, 2017",nlp-text-analytics
1065,Enhancing Customer Experience with NLP — Part 2,posted by Andrew Prokop,"November 8, 2017",nlp-text-analytics
1066,Using The Newspaper Library to Scrape News Articles,"posted by George McIntire, ODSC","October 12, 2017",nlp-text-analytics
1067,Multi-Task Learning Objectives for Natural Language Processing,posted by Sebastian Ruder,"October 3, 2017",nlp-text-analytics
1068,Enhancing Customer Experience with Natural Language Processing,posted by Andrew Prokop,"September 18, 2017",nlp-text-analytics
1069,Word Vectors and SAT Analogies,posted by Aaron Schumacher,"July 23, 2017",nlp-text-analytics
1070,Practical Naive Bayes — Classification of Amazon Reviews,posted by Jack Schultz,"July 17, 2017",nlp-text-analytics
1071,"If I loved Natural Language Processing less, I might be able to talk about it more",posted by Julia Silge,"July 16, 2017",nlp-text-analytics
1072,Seven Python Kernels from Kaggle You Need to See Right Now,"posted by George McIntire, ODSC","July 10, 2017",nlp-text-analytics
1073,Stupid word games,posted by,"July 8, 2017",nlp-text-analytics
1074,"Machine Learning: An In-Depth Guide – Overview, Goals, Learning Types, and Algorithms",posted by Alex Castrounis,"July 6, 2017",nlp-text-analytics
1075,Sentiment Analysis on Lyrics,"posted by Diego Arenas, ODSC","June 22, 2017",nlp-text-analytics
1076,What Happened on Twitter During the Champions League Final,"posted by George McIntire, ODSC","June 8, 2017",nlp-text-analytics
1077,Topic Modeling with LDA Introduction,posted by Algobeans.com,"June 7, 2017",nlp-text-analytics
1078,Deciphering the Neural Language Model,posted by Burak Himmetoglu,"May 31, 2017",nlp-text-analytics
1079,Why the most influential business AIs will look like spellcheckers (and a toy example of how to build one),posted by Marcelo Rinesi,"May 30, 2017",nlp-text-analytics
1080,A survey of cross-lingual embedding models,posted by Sebastian Ruder,"May 24, 2017",nlp-text-analytics
1081,You Must Allow Me To Tell You How Ardently I Admire and Love Natural Language Processing,posted by Julia Silge,"May 10, 2017",nlp-text-analytics
1082,Introduction to Natural Language Processing with NLTK,posted by Sukanya Mandal,"May 7, 2017",nlp-text-analytics
1083,On word embeddings – Part 2: Approximating the Softmax,posted by Sebastian Ruder,"April 17, 2017",nlp-text-analytics
1084,ftfy (fixes text for you) 4.4 and 5.0,posted by Rob Speer,"April 6, 2017",nlp-text-analytics
1085,On word embeddings – Part 1,posted by Sebastian Ruder,"April 2, 2017",nlp-text-analytics
1086,Implementing a CNN for Text Classification in Tensorflow,posted by megan@odsc.com,"January 7, 2017",nlp-text-analytics
1087,Attention and Memory in Deep Learning and NLP,posted by Denny Britz,"December 27, 2016",nlp-text-analytics
1088,Deutsch Credit Future Telling: part 2,posted by Gordon Fleetwood,"August 22, 2016",nlp-text-analytics
1089,Deutsch Credit Future Telling: part 1,posted by Gordon Fleetwood,"August 17, 2016",nlp-text-analytics
1090,The Sentiment Behind The Declaration of Independence,posted by Gordon Fleetwood,"August 5, 2016",nlp-text-analytics
1091,Google SyntaxNet,posted by Gordon Fleetwood,"June 21, 2016",nlp-text-analytics
1092,Identifying Hate Speech,posted by Gordon Fleetwood,"May 25, 2016",nlp-text-analytics
1093,Picking the Perfect Hashtag w/Python,"posted by Jason O'Rawe, ODSC Data Science Team","May 12, 2016",nlp-text-analytics
1094,The Coolest Natural Language Processing Applications,posted by Gordon Fleetwood,"May 6, 2016",nlp-text-analytics
1095,Intro to Text mining using R,posted by Edward Kwartler,"November 30, 2015",nlp-text-analytics
1096,Dissecting the Presidential Debates with an NLP Scalpel,posted by Alex Perrier,"November 12, 2015",nlp-text-analytics
1097,Top 10 Signs of the Textpocalypse – Steve Cohen ODSC Boston 2015,posted by Open Data Science,"August 24, 2015",nlp-text-analytics
1098,Machine-in-the-loop for Knowledge Discovery – Max Kleiman-Weiner ODSC Boston 2015,posted by Open Data Science,"June 19, 2015",nlp-text-analytics
1099,Beyond Names – Gregor Stewart ODSC Boston 2015,posted by Open Data Science,"June 9, 2015",nlp-text-analytics
1100,Introduction to Asynchronous Programming in Python,posted by ODSC Community,"June 16, 2023",python
1101,Python Structural Pattern Matching — Top 3 Use Cases To Get You Started,posted by ODSC Community,"June 15, 2023",python
1102,How Open Source Developers Can Push the Universe’s Frontier,posted by ODSC Community,"May 30, 2023",python
1103,Why the Best Time to Learn Python is Right Now,posted by ODSC Team,"March 16, 2023",python
1104,Python Constants – Everything You Need to Know,posted by ODSC Community,"January 2, 2023",python
1105,5 Easy SQL Tricks to Clean Dirty Data,posted by ODSC Community,"November 10, 2022",python
1106,From Pandas to Features to Models to Predictions – A Deep Dive Into the Hopsworks APIs,posted by ODSC Community,"August 25, 2022",python
1107,Hopsworks 3.0: The Python-Centric Feature Store,posted by ODSC Community,"July 28, 2022",python
1108,Embedding Interactive Python Plots on the Web,posted by ODSC Community,"June 28, 2022",python
1109,Top 9 Most Essential Python Libraries For Beginners,posted by April Miller,"June 27, 2022",python
1110,Why Is Python the Language of Choice for Data Scientists?,posted by April Miller,"March 7, 2022",python
1111,PyCharm vs. VSCode: Which Is the Better Python IDE?,posted by April Miller,"March 3, 2022",python
1112,Supercharge Your Pandas Code with Apache Spark,posted by ODSC Community,"February 28, 2022",python
1113,3 Easy Tricks to Create New Columns in Python Pandas,posted by ODSC Community,"February 9, 2022",python
1114,SAS Opens its Code Editor Interface to Python Users,posted by ODSC Community,"November 9, 2021",python
1115,6 Trending Python Machine Learning Packages on PyPI,posted by ODSC Team,"September 28, 2021",python
1116,Handling Exceptions in Python Object-Oriented Programming,posted by ODSC Community,"September 15, 2021",python
1117,5 Reasons to Learn Python in 2021,"posted by Alex Landa, ODSC","September 14, 2021",python
1118,Develop and Deploy a Machine Learning Pipeline in 45 Minutes with Ploomber,posted by ODSC Community,"August 10, 2021",python
1119,Decoupling Complex Systems with Event Driven Python Programming,posted by ODSC Community,"July 2, 2021",python
1120,Correlation Analysis 101 in Python,posted by ODSC Community,"June 19, 2021",python
1121,Why Learn Python for Data Processing,posted by ODSC Community,"May 31, 2021",python
1122,How to Pivot and Plot Data With Pandas,posted by ODSC Community,"May 27, 2021",python
1123,An Introduction to Social Network Analysis with NetworkX: Two Factions of a Karate Club,posted by ODSC Community,"April 9, 2021",python
1124,Ditching Excel for Python – Lessons Learned from a Legacy Industry,posted by ODSC Community,"April 6, 2021",python
1125,How to Load Big Data from Snowflake Into Python,posted by ODSC Community,"February 4, 2021",python
1126,Getting Started with Pandas,posted by ODSC Community,"September 16, 2020",python
1127,"Removing Items From a Set – remove(), pop(), and difference",posted by ODSC Community,"September 10, 2020",python
1128,An Introduction to AWS Networking – Virtual Private Cloud,posted by ODSC Community,"June 22, 2020",python
1129,Creating if/elseif/else Variables in Python/Pandas,posted by Steve Miller,"March 27, 2020",python
1130,Frequencies and Chaining in Python-Pandas,posted by Steve Miller,"March 24, 2020",python
1131,Creating a Data Analysis Pipeline in Python,posted by ODSC Community,"March 13, 2020",python
1132,Guide to R and Python in a Single Jupyter Notebook,posted by Matthew Stewart,"March 6, 2020",python
1133,15+ Free and Paid Resources to Learn Python-Great for Beginners!,"posted by Elizabeth Wallace, ODSC","January 24, 2020",python
1134,Scikit Optimize: Bayesian Hyperparameter Optimization in Python,posted by Jakub Czakon,"January 23, 2020",python
1135,Implementing a Kernel Principal Component Analysis in Python,posted by ODSC Community,"November 26, 2019",python
1136,Web Scraping News Articles in Python,posted by Miguel Fernández Zafra,"November 20, 2019",python
1137,Local Regression in Python,posted by Allen Downey,"November 15, 2019",python
1138,Text Classification in Python,posted by Miguel Fernández Zafra,"November 12, 2019",python
1139,"135 Nights of Sleep with Data, Anomaly Detection, and Time Series",posted by Juan De Dios Santos,"November 4, 2019",python
1140,"Swift Versus Python: Common Features, Strengths, and Weaknesses",posted by ODSC Community,"October 18, 2019",python
1141,"Timing the Same Algorithm in R, Python, and C++",posted by John Mount,"September 23, 2019",python
1142,How Do You Do an Arithmetic Expression Using Python?,posted by Divyesh Dharaiya,"September 17, 2019",python
1143,ODSC West 2019 Preview: Python for Data Acquisition,posted by Phil Tracton,"September 6, 2019",python
1144,Building a Data Pipeline in Python – Part 2 of N – Data Exploration,posted by Scott Stoltzman,"September 6, 2019",python
1145,Introduction to IBM Assistant,posted by Divyesh Dharaiya,"July 16, 2019",python
1146,"Watch: Kubeflow and Beyond: Automation of Model Training, Deployment and Testing",posted by ODSC Team,"July 12, 2019",python
1147,"GPU Dask Arrays, First Steps Throwing Dask and CuPy Together",posted by RAPIDS,"July 4, 2019",python
1148,How to Leverage Pre-Trained Layers in Image Classification,posted by Nathaniel Jermain,"June 28, 2019",python
1149,Image Augmentation for Convolutional Neural Networks,posted by Nathaniel Jermain,"June 26, 2019",python
1150,Jupyter Notebook: Python or R—Or Both?,posted by Steve Miller,"June 13, 2019",python
1151,Strategies for Addressing Class Imbalance,posted by Nathaniel Jermain,"June 6, 2019",python
1152,Logistic Regression with Python,posted by Ralabs,"April 11, 2019",python
1153,Creating Multiple Visualizations in a Single Python Notebook,posted by Kailen Santos,"April 10, 2019",python
1154,The Anatomy of K-Means Clustering,posted by Diego Lopez Yse,"February 22, 2019",python
1155,The Beginners Guide for Video Processing with OpenCV,posted by Ralabs,"January 23, 2019",python
1156,"Which Conference is Best? — College Hoops, Net Rankings and Python",posted by Steve Miller,"January 18, 2019",python
1157,Handling Missing Data in Python/Pandas,"posted by Daniel Gutierrez, ODSC","November 21, 2018",python
1158,Exploring Scikit-Learn Further: The Bells and Whistles of Preprocessing,"posted by Spencer Norris, ODSC","October 25, 2018",python
1159,The Beginner’s Guide to Scikit-Learn,"posted by Spencer Norris, ODSC","October 24, 2018",python
1160,All the Best Parts of Pandas for Data Science,"posted by Spencer Norris, ODSC","October 15, 2018",python
1161,TensorLayer for Developing Complex Deep Learning Systems,"posted by Daniel Gutierrez, ODSC","October 4, 2018",python
1162,Snakes in a Package: Combining Python and R with Reticulate,posted by,"September 18, 2018",python
1163,Machine Learning with H2O,posted by Shivayogi Biradar,"September 13, 2018",python
1164,Building SAGA optimization for Dask Arrays,posted by Matthew Rocklin,"August 20, 2018",python
1165,pyjanitor 0.3 Released!,posted by Eric Ma,"August 8, 2018",python
1166,Detecting Outliers,posted by Damian Mingle,"August 2, 2018",python
1167,"Pickle Isn’t Slow, It’s a Protocol",posted by Matthew Rocklin,"July 30, 2018",python
1168,Dask Release 0.18.0,posted by Matthew Rocklin,"June 21, 2018",python
1169,Category Encoders V1.2.8 Release,posted by Will McGinnis,"June 18, 2018",python
1170,"Beyond Numpy Arrays in Python: Preparing the ecosystem for GPU, distributed, and sparse arrays",posted by Matthew Rocklin,"June 12, 2018",python
1171,Intelligently Assisted Form Fields with Henosis,posted by Valentino Constantinou,"June 11, 2018",python
1172,Predicting code bug risk with git metadata,posted by Civis Analytics Team,"May 2, 2018",python
1173,Dask Release 0.17.2,posted by Matthew Rocklin,"April 10, 2018",python
1174,"EXPLORATORY ANALYSIS – WHEN TO CHOOSE R, PYTHON, TABLEAU OR A COMBINATION",posted by Scott Stoltzman,"March 14, 2018",python
1175,Craft Minimal Bug Reports,posted by Matthew Rocklin,"March 7, 2018",python
1176,Streaming in Python Prototype,posted by Matthew Rocklin,"February 25, 2018",python
1177,WHAT PROGRAMMING LANGUAGES ARE USED MOST ON WEEKENDS?,posted by Julia Silge,"February 22, 2018",python
1178,"2017 Data Science in Review, Topic Modeling","posted by Diego Arenas, ODSC","February 1, 2018",python
1179,On Taking Things Too Seriously: Holiday Edition,posted by Will McGinnis,"January 7, 2018",python
1180,On Machine Learning and Programming Languages,posted by Mike Innes,"December 13, 2017",python
1181,Ripyr: Sampled Metrics on Datasets Using Python’s Asuncio,posted by Will McGinnis,"December 13, 2017",python
1182,"Web Scraping with Python — Part Two — Library overview of requests, urllib2, BeautifulSoup, lxml, Scrapy, and more!",posted by Jack Schultz,"December 7, 2017",python
1183,General Tips for Web Scraping with Python,posted by Jack Schultz,"December 6, 2017",python
1184,2017 ODSC West Data Science Award: pandas,posted by ODSC Team,"November 15, 2017",python
1185,The Incredible Growth of Python,posted by Dave Robinson,"September 12, 2017",python
1186,What’s new in PyMC3 3.1,"posted by Thomas Wiecki, PhD","July 17, 2017",python
1187,2 Ways to Implement Multinomial Logistic Regression in Python,posted by Saimadhu Polamuri,"July 2, 2017",python
1188,What is knyfe?,posted by Manuel Ebert,"June 17, 2017",python
1189,Another batch of Think Stats notebooks,posted by Allen Downey,"June 15, 2017",python
1190,General Tips for Web Scraping with Python,posted by Jack Schultz,"June 7, 2017",python
1191,Regular Expression & Treemaps to Visualize Emergency Department Visits,posted by Eugene Joh,"June 6, 2017",python
1192,Python as a way of thinking,posted by Allen Downey,"May 21, 2017",python
1193,More notebooks for Think Stats,posted by Allen Downey,"May 15, 2017",python
1194,Handwritten digits recognition using Tensorflow with Python,posted by Saimadhu Polamuri,"May 11, 2017",python
1195,RIDE – A New Data Science IDE for Python and R,posted by,"May 9, 2017",python
1196,Introduction to Natural Language Processing with NLTK,posted by Sukanya Mandal,"May 7, 2017",python
1197,Dealing with arrays which are bigger than memory – an introduction to biggus,posted by Philip Elson,"April 25, 2017",python
1198,New notebooks for Think Stats,posted by Allen Downey,"April 22, 2017",python
1199,Streaming Video Analysis in Python,posted by,"April 12, 2017",python
1200,Dropout with Theano,posted by Rishabh Shukla,"April 2, 2017",python
1201,How the Logistic Regression Model Works in Machine Learning,posted by Saimadhu Polamuri,"March 30, 2017",python
1202,Maps and sets can have quadratic-time performance,posted by Daniel Lemire,"March 29, 2017",python
1203,An Introduction to Object Oriented Data Science in Python,posted by megan@odsc.com,"August 31, 2016",python
1204,Picking the Perfect Hashtag w/Python,"posted by Jason O'Rawe, ODSC Data Science Team","May 12, 2016",python
1205,Integrating Python and R,posted by Gordon Fleetwood,"April 19, 2016",python
1206,Top 5 Tools and Languages for Data Science,"posted by Jason O'Rawe, ODSC Data Science Team","April 18, 2016",python
1207,Riding on Large Data with Scikit-learn,posted by Alex Perrier,"October 28, 2015",python
1208,Saul Diez-Guerra at ODSC Boston 2015,posted by Open Data Science,"August 18, 2015",python
1209,"Using Spark, Python, and Parquet for Loading Large Datasets – Douglas Eisenstein ODSC Boston 2015",posted by Open Data Science,"June 15, 2015",python
